time,date,open,high,low,close,volume,trade_count
00:00:00+00:00,2021-01-01,1.6162,1.8678,1.5759,1.8528,88049.65,610.0
00:00:00+00:00,2021-01-02,1.8369,2.0,1.7175,1.7909,106847.32,1034.0
00:00:00+00:00,2021-01-03,1.8143,2.38,1.8027,2.1859,228059.61,1827.0
00:00:00+00:00,2021-01-04,2.1938,2.49,1.887,2.49,146676.57,2235.0
00:00:00+00:00,2021-01-05,2.4852,2.5,2.0743,2.1585,226222.82,1788.0
00:00:00+00:00,2021-01-06,2.1722,2.1842,1.943,1.9653,247919.51,2526.0
00:00:00+00:00,2021-01-07,1.9653,2.6484,1.9653,2.36,541234.12,5003.0
00:00:00+00:00,2021-01-08,2.3876,3.8128,2.21,3.2364,663744.03,4092.0
00:00:00+00:00,2021-01-09,3.2311,3.6836,2.938,3.3859,311973.86,2774.0
00:00:00+00:00,2021-01-10,3.4047,3.76,3.1761,3.4739,152584.96,1640.0
00:00:00+00:00,2021-01-11,3.4262,3.5088,2.6457,3.1455,114525.45,1660.0
00:00:00+00:00,2021-01-12,3.1456,3.92,3.1373,3.92,104827.84,2411.0
00:00:00+00:00,2021-01-13,3.92,5.988,3.5482,3.8126,121755.96,2593.0
00:00:00+00:00,2021-01-14,3.8126,4.25,3.4693,3.6316,90332.54,1611.0
00:00:00+00:00,2021-01-15,3.606,3.95,2.9826,3.2456,134307.91,1612.0
00:00:00+00:00,2021-01-16,3.2783,3.6975,3.2734,3.4555,208509.94,2988.0
00:00:00+00:00,2021-01-17,3.4242,4.0644,3.3306,3.8204,222191.44,3105.0
00:00:00+00:00,2021-01-18,3.8362,4.1562,3.6842,3.8018,140976.36,2087.0
00:00:00+00:00,2021-01-19,3.7988,4.043,3.5666,3.6463,158482.37,2155.0
00:00:00+00:00,2021-01-20,3.6437,3.7444,3.3514,3.737,113296.73,1563.0
00:00:00+00:00,2021-01-21,3.7169,3.7181,3.0,3.0003,103022.98,1422.0
00:00:00+00:00,2021-01-22,3.0003,3.5155,2.7123,3.3262,113560.76,1643.0
00:00:00+00:00,2021-01-23,3.3475,3.6251,3.3103,3.5204,88669.61,1022.0
00:00:00+00:00,2021-01-24,3.5152,3.8173,3.5,3.625,60080.67,872.0
00:00:00+00:00,2021-01-25,3.625,3.9772,3.4494,3.7099,190142.0,2040.0
00:00:00+00:00,2021-01-26,3.71,4.105,3.6634,4.0499,173959.82,1951.0
00:00:00+00:00,2021-01-27,4.0499,4.0507,3.5256,3.7,70858.31,947.0
00:00:00+00:00,2021-01-28,3.6999,3.9514,3.6176,3.8416,77594.78,768.0
00:00:00+00:00,2021-01-29,3.8268,3.8848,3.65,3.8499,62314.99,1037.0
00:00:00+00:00,2021-01-30,3.8499,4.3308,3.7853,4.235,280650.59,2501.0
00:00:00+00:00,2021-01-31,4.2431,4.7897,4.164,4.2706,359542.37,3339.0
00:00:00+00:00,2021-02-01,4.2685,4.6196,4.1217,4.6196,85403.49,1115.0
00:00:00+00:00,2021-02-02,4.6269,5.4002,4.4764,5.2558,263444.85,3220.0
00:00:00+00:00,2021-02-03,5.2558,5.7875,5.0641,5.7427,126073.35,1967.0
00:00:00+00:00,2021-02-04,5.751,6.5709,5.6148,6.4401,225371.08,3112.0
00:00:00+00:00,2021-02-05,6.44,7.1392,6.44,6.6901,253692.91,3854.0
00:00:00+00:00,2021-02-06,6.6901,6.8079,5.76,6.138,259211.54,4190.0
00:00:00+00:00,2021-02-07,6.1112,6.9833,5.7539,6.6874,179584.29,3282.0
00:00:00+00:00,2021-02-08,6.6956,8.3999,6.5051,7.8704,175574.56,5483.0
00:00:00+00:00,2021-02-09,7.9004,9.0157,7.6101,7.879,219467.5,5941.0
00:00:00+00:00,2021-02-10,7.8287,9.0968,7.59,9.0707,252285.83,6665.0
00:00:00+00:00,2021-02-11,9.0861,9.93,8.8084,9.2464,193297.84,7057.0
00:00:00+00:00,2021-02-12,9.2744,9.9262,9.1257,9.2062,107047.49,3739.0
00:00:00+00:00,2021-02-13,9.2478,9.5387,8.68,8.7743,112970.27,3000.0
00:00:00+00:00,2021-02-14,8.7938,9.3242,8.5507,8.73,153073.49,3224.0
00:00:00+00:00,2021-02-15,8.7353,9.302,7.7,8.8592,196779.09,4003.0
00:00:00+00:00,2021-02-16,8.8426,9.0043,7.961,8.2766,108279.57,2124.0
00:00:00+00:00,2021-02-17,8.3238,8.434,7.5,8.205,154796.63,2659.0
00:00:00+00:00,2021-02-18,8.2477,9.2898,8.2405,8.9953,92717.58,2431.0
00:00:00+00:00,2021-02-19,9.0051,11.8,8.5387,11.5369,306596.69,7598.0
00:00:00+00:00,2021-02-20,11.5369,12.6638,9.83,10.0277,219579.99,4832.0
00:00:00+00:00,2021-02-21,10.0277,11.8881,9.8579,11.115,191055.02,4312.0
00:00:00+00:00,2021-02-22,11.115,14.97,9.1947,14.4975,886502.35,14328.0
00:00:00+00:00,2021-02-23,14.4975,16.0,11.5979,15.2016,912499.35,21668.0
00:00:00+00:00,2021-02-24,15.239,18.1939,14.8139,17.2369,513408.58,11584.0
00:00:00+00:00,2021-02-25,17.2369,17.727,13.7647,13.7978,324293.6,6288.0
00:00:00+00:00,2021-02-26,13.7978,15.5212,13.0901,13.58,339781.67,5375.0
00:00:00+00:00,2021-02-27,13.58,14.6497,13.0,13.176,191690.39,4082.0
00:00:00+00:00,2021-02-28,13.1759,15.0,11.52,13.3998,228489.97,6480.0
00:00:00+00:00,2021-03-01,13.3998,18.5,13.3998,14.9574,281625.54,11823.0
00:00:00+00:00,2021-03-02,14.9606,17.0,13.5,13.99,179849.77,6186.0
00:00:00+00:00,2021-03-03,13.99,14.8571,13.7767,14.1517,251237.14,4906.0
00:00:00+00:00,2021-03-04,14.0801,14.291,12.6892,13.0906,157849.62,3529.0
00:00:00+00:00,2021-03-05,13.0901,13.0901,12.1495,12.5718,151456.4,2819.0
00:00:00+00:00,2021-03-06,12.6037,13.3252,11.9,13.0757,118578.34,2759.0
00:00:00+00:00,2021-03-07,13.088,14.0307,12.707,13.8257,118553.9,3218.0
00:00:00+00:00,2021-03-08,13.85,13.9026,13.0527,13.634,111037.25,2637.0
00:00:00+00:00,2021-03-09,13.634,15.0412,13.3305,14.865,129977.7,3817.0
00:00:00+00:00,2021-03-10,14.865,15.2282,14.0444,14.2005,186354.38,3557.0
00:00:00+00:00,2021-03-11,14.2005,16.3356,13.677,16.0349,245607.96,4530.0
00:00:00+00:00,2021-03-12,16.0794,16.5069,14.09,14.55,269579.43,4488.0
00:00:00+00:00,2021-03-13,14.5688,15.4,13.899,15.2881,158936.27,3043.0
00:00:00+00:00,2021-03-14,15.2837,15.3598,14.3681,14.4486,85578.09,1874.0
00:00:00+00:00,2021-03-15,14.4852,14.8047,13.6689,14.1559,100422.35,2055.0
00:00:00+00:00,2021-03-16,14.2,14.2759,13.2425,13.6043,91146.68,1974.0
00:00:00+00:00,2021-03-17,13.7013,14.2766,13.0816,14.2233,70724.87,1947.0
00:00:00+00:00,2021-03-18,14.2475,14.7797,13.983,14.1909,98043.61,2183.0
00:00:00+00:00,2021-03-19,14.2215,14.4873,13.85,14.1132,57213.62,1325.0
00:00:00+00:00,2021-03-20,14.1379,14.9654,14.1059,14.1554,64523.77,1781.0
00:00:00+00:00,2021-03-21,14.1555,14.3663,13.6376,14.3388,59754.78,1263.0
00:00:00+00:00,2021-03-22,14.3388,16.7611,14.1706,14.83,458035.87,8481.0
00:00:00+00:00,2021-03-23,14.83,15.2214,14.0412,14.1918,112861.06,2441.0
00:00:00+00:00,2021-03-24,14.155,15.332,13.5958,13.5958,119308.84,2714.0
00:00:00+00:00,2021-03-25,13.5818,13.681,12.56,12.9945,162773.41,2551.0
00:00:00+00:00,2021-03-26,12.9625,14.7906,12.2869,14.7906,224286.99,3944.0
00:00:00+00:00,2021-03-27,14.7914,16.84,14.7037,16.4745,328564.37,5929.0
00:00:00+00:00,2021-03-28,16.5486,19.39,16.3051,18.0841,568830.74,11985.0
00:00:00+00:00,2021-03-29,18.1018,19.0004,17.6482,18.906,196198.07,5229.0
00:00:00+00:00,2021-03-30,18.8949,20.84,18.8826,19.1036,243498.76,5976.0
00:00:00+00:00,2021-03-31,19.1108,19.8304,18.0724,19.4389,168356.45,4418.0
00:00:00+00:00,2021-04-01,19.4129,20.3473,18.76,19.0878,134185.65,3912.0
00:00:00+00:00,2021-04-02,19.0877,19.7987,18.5318,19.7987,134553.87,4054.0
00:00:00+00:00,2021-04-03,19.8,23.8009,19.7224,22.46,614579.47,14650.0
00:00:00+00:00,2021-04-04,22.4652,25.5356,22.0527,23.8112,571024.79,12615.0
00:00:00+00:00,2021-04-05,23.8156,24.677,22.766,23.0238,215132.68,6324.0
00:00:00+00:00,2021-04-06,23.0534,25.3,21.8331,25.0783,292772.61,8170.0
00:00:00+00:00,2021-04-07,25.0783,28.4802,23.0,26.5071,530254.86,16470.0
00:00:00+00:00,2021-04-08,26.5473,27.9445,25.6135,26.9959,262397.15,7440.0
00:00:00+00:00,2021-04-09,26.9716,28.9989,26.7875,27.6861,169975.48,7130.0
00:00:00+00:00,2021-04-10,27.6494,28.2465,25.8666,26.8162,170720.16,5268.0
00:00:00+00:00,2021-04-11,26.8064,28.6286,25.524,27.873,138348.66,5523.0
00:00:00+00:00,2021-04-12,27.873,29.89,26.8357,28.5625,243404.08,7883.0
00:00:00+00:00,2021-04-13,28.5625,28.7699,26.4005,27.4846,149977.72,5209.0
00:00:00+00:00,2021-04-14,27.488,27.5818,24.7472,26.4532,319502.59,9001.0
00:00:00+00:00,2021-04-15,26.4322,28.25,25.46,27.8025,184166.89,6446.0
00:00:00+00:00,2021-04-16,27.8091,28.25,24.98,25.3547,195716.23,6626.0
00:00:00+00:00,2021-04-17,25.3183,26.7854,24.8446,24.9411,148356.93,5759.0
00:00:00+00:00,2021-04-18,24.9203,32.98,20.9699,32.4222,847134.43,26990.0
00:00:00+00:00,2021-04-19,32.4222,36.0139,29.9108,31.5514,778571.21,24879.0
00:00:00+00:00,2021-04-20,31.4971,32.7309,28.7118,31.7816,418131.99,11976.0
00:00:00+00:00,2021-04-21,31.7682,35.2028,30.1468,32.5772,399223.62,13577.0
00:00:00+00:00,2021-04-22,32.5688,41.4724,31.5122,38.9737,901050.44,30664.0
00:00:00+00:00,2021-04-23,39.1718,41.6667,31.5719,37.2987,660045.4,22472.0
00:00:00+00:00,2021-04-24,37.2987,43.7156,34.6757,40.9722,422356.94,19646.0
00:00:00+00:00,2021-04-25,40.8373,48.7833,40.6019,47.7285,744456.05,29829.0
00:00:00+00:00,2021-04-26,47.5674,48.5,43.3755,43.9748,560296.64,24294.0
00:00:00+00:00,2021-04-27,44.0626,46.6724,42.6514,43.3017,368441.49,16174.0
00:00:00+00:00,2021-04-28,43.2011,46.982,40.6938,44.9007,385344.27,18291.0
00:00:00+00:00,2021-04-29,44.9007,46.19,40.92,42.6562,394068.1,14038.0
00:00:00+00:00,2021-04-30,42.6011,44.3202,41.261,42.8725,291971.26,14495.0
00:00:00+00:00,2021-05-01,42.8314,49.8999,42.0546,49.5669,308578.26,18698.0
00:00:00+00:00,2021-05-02,49.6434,50.0,46.0,46.94,183063.71,10199.0
00:00:00+00:00,2021-05-03,46.8612,49.0564,44.8605,46.0835,295499.13,13275.0
00:00:00+00:00,2021-05-04,46.0266,47.8005,42.2617,42.6093,296509.51,14905.0
00:00:00+00:00,2021-05-05,42.6961,46.0257,42.3878,45.0135,224983.63,12021.0
00:00:00+00:00,2021-05-06,44.9787,45.0135,42.6033,43.4439,157597.55,8882.0
00:00:00+00:00,2021-05-07,43.4845,46.2652,41.5235,43.2564,273839.83,14321.0
00:00:00+00:00,2021-05-08,43.2564,46.6898,42.4125,45.748,167687.6,10291.0
00:00:00+00:00,2021-05-09,45.6638,47.2193,42.9136,44.4268,156025.1,10268.0
00:00:00+00:00,2021-05-10,44.3227,45.961,39.6197,42.9721,192738.84,10897.0
00:00:00+00:00,2021-05-11,42.9721,45.1902,39.8165,44.5667,183435.46,11380.0
00:00:00+00:00,2021-05-12,44.5668,49.2641,42.1534,43.241,531821.32,29809.0
00:00:00+00:00,2021-05-13,43.2411,47.7522,37.5,40.9653,451383.46,23871.0
00:00:00+00:00,2021-05-14,41.0684,44.9938,40.018,42.8161,262290.93,13134.0
00:00:00+00:00,2021-05-15,42.7189,45.5791,39.3883,43.35,246330.68,12887.0
00:00:00+00:00,2021-05-16,43.5365,52.4477,41.8646,46.8304,750813.28,35867.0
00:00:00+00:00,2021-05-17,46.7726,51.9,43.1512,46.6945,769872.24,37141.0
00:00:00+00:00,2021-05-18,46.8041,58.9232,46.0445,56.0863,670462.06,37404.0
00:00:00+00:00,2021-05-19,56.1094,57.7894,29.5001,35.0871,1156015.24,58612.0
00:00:00+00:00,2021-05-20,35.0,52.4973,32.1896,44.4021,969743.5,48961.0
00:00:00+00:00,2021-05-21,44.4223,47.7444,33.6991,38.9394,645169.21,33320.0
00:00:00+00:00,2021-05-22,38.95,40.0,31.2005,31.294,477549.48,20205.0
00:00:00+00:00,2021-05-23,31.258,32.4349,19.0,24.5835,1141100.77,34409.0
00:00:00+00:00,2021-05-24,24.5836,32.7337,24.5406,31.4379,891630.91,27646.0
00:00:00+00:00,2021-05-25,31.4384,33.2564,26.0,30.1023,606030.85,21268.0
00:00:00+00:00,2021-05-26,30.1229,37.2694,28.9094,35.502,696095.08,26214.0
00:00:00+00:00,2021-05-27,35.5158,35.6531,31.1342,33.7481,443318.67,15679.0
00:00:00+00:00,2021-05-28,33.7957,34.5553,27.9863,29.0474,471353.8,14274.0
00:00:00+00:00,2021-05-29,29.0285,30.0433,25.6266,27.4472,358546.4,10558.0
00:00:00+00:00,2021-05-30,27.4472,29.7872,25.65,28.5748,306543.83,9573.0
00:00:00+00:00,2021-05-31,28.5875,33.0,27.4883,32.8157,406536.91,12776.0
00:00:00+00:00,2021-06-01,32.7014,33.2656,29.8254,31.0279,326337.91,9520.0
00:00:00+00:00,2021-06-02,30.9785,35.0,30.4486,33.9525,464825.68,12087.0
00:00:00+00:00,2021-06-03,34.0113,41.3697,33.7413,39.544,961231.19,27259.0
00:00:00+00:00,2021-06-04,39.5721,39.7162,34.2905,37.448,1047426.58,24839.0
00:00:00+00:00,2021-06-05,37.4081,42.7547,37.0411,39.6839,1082199.46,29611.0
00:00:00+00:00,2021-06-06,39.6371,43.4461,38.9618,42.2563,685094.41,20778.0
00:00:00+00:00,2021-06-07,42.1979,44.18,37.8,38.2935,731751.95,24791.0
00:00:00+00:00,2021-06-08,38.2116,42.6146,33.5232,41.1992,1139357.15,35257.0
00:00:00+00:00,2021-06-09,41.2804,44.581,39.1843,42.0182,656359.87,29912.0
00:00:00+00:00,2021-06-10,42.09,43.0,39.5,41.0812,305210.4,15029.0
00:00:00+00:00,2021-06-11,41.0792,41.3537,35.1387,36.1831,475710.41,16728.0
00:00:00+00:00,2021-06-12,36.0991,37.71,34.2,36.4939,365581.88,12963.0
00:00:00+00:00,2021-06-13,36.5605,39.4,34.6973,38.7028,294898.72,11765.0
00:00:00+00:00,2021-06-14,38.7821,40.5856,36.75,39.7185,341205.14,13267.0
00:00:00+00:00,2021-06-15,39.7571,41.7337,39.1999,39.5505,307160.89,13914.0
00:00:00+00:00,2021-06-16,39.4969,41.6352,37.5,39.6127,374067.14,13668.0
00:00:00+00:00,2021-06-17,39.6803,41.2346,38.1994,39.2179,308380.54,11520.0
00:00:00+00:00,2021-06-18,39.2789,39.4256,34.9189,36.8,284785.97,10353.0
00:00:00+00:00,2021-06-19,36.8012,37.3128,34.9658,35.1826,154717.53,6000.0
00:00:00+00:00,2021-06-20,35.18,35.9263,31.2521,35.3126,363798.51,13103.0
00:00:00+00:00,2021-06-21,35.2632,35.4756,25.9662,26.6576,863395.26,24258.0
00:00:00+00:00,2021-06-22,26.5961,29.31,20.23,26.9437,589766.9,22025.0
00:00:00+00:00,2021-06-23,26.9437,32.9181,25.6518,30.8268,676802.58,29278.0
00:00:00+00:00,2021-06-24,30.8536,32.9953,28.469,31.2214,472614.01,21245.0
00:00:00+00:00,2021-06-25,31.2072,32.9689,27.9952,28.6524,521058.49,23488.0
00:00:00+00:00,2021-06-26,28.6454,30.0,26.7147,29.6736,341129.61,16502.0
00:00:00+00:00,2021-06-27,29.6077,31.9209,29.1838,31.9027,287205.34,12544.0
00:00:00+00:00,2021-06-28,31.9026,34.2891,30.9906,32.9414,267514.74,14110.0
00:00:00+00:00,2021-06-29,32.9759,35.8084,32.7,34.0079,240194.64,13765.0
00:00:00+00:00,2021-06-30,34.0075,35.9866,31.59,35.5311,384986.46,18473.0
00:00:00+00:00,2021-07-01,35.5806,35.5806,32.2189,33.3064,601736.11,20568.0
00:00:00+00:00,2021-07-02,33.303,34.0762,31.42,34.0148,534953.3,17085.0
00:00:00+00:00,2021-07-03,34.0084,35.3682,33.25,34.4936,271640.12,9975.0
00:00:00+00:00,2021-07-04,34.5124,35.4969,33.5706,34.329,266461.98,10080.0
00:00:00+00:00,2021-07-05,34.3031,34.4715,32.4761,32.9293,382144.39,12456.0
00:00:00+00:00,2021-07-06,32.9234,35.0318,32.9106,34.2608,427460.26,12185.0
00:00:00+00:00,2021-07-07,34.2386,38.0262,33.8526,36.6949,548283.98,20420.0
00:00:00+00:00,2021-07-08,36.6547,36.9153,32.7311,33.1664,745460.76,20890.0
00:00:00+00:00,2021-07-09,33.132,34.4266,31.9932,33.2994,375377.85,12080.0
00:00:00+00:00,2021-07-10,33.3087,34.207,31.0962,31.7361,390564.02,12016.0
00:00:00+00:00,2021-07-11,31.7272,32.5686,31.3694,32.1818,199786.47,6026.0
00:00:00+00:00,2021-07-12,32.2068,32.676,30.0665,30.7803,256903.16,8035.0
00:00:00+00:00,2021-07-13,30.7969,31.0769,28.8356,29.1061,267488.94,8039.0
00:00:00+00:00,2021-07-14,29.1366,31.4459,27.4365,31.3611,428250.78,12197.0
00:00:00+00:00,2021-07-15,31.3666,31.4882,27.9999,28.5411,441989.83,12736.0
00:00:00+00:00,2021-07-16,28.5664,29.4563,26.2028,26.2786,384429.53,11506.0
00:00:00+00:00,2021-07-17,26.2458,27.7883,26.0077,26.8,321404.13,8740.0
00:00:00+00:00,2021-07-18,26.7803,27.7508,26.2719,26.6552,185612.12,5339.0
00:00:00+00:00,2021-07-19,26.6851,26.7078,24.0133,24.5151,414586.54,11762.0
00:00:00+00:00,2021-07-20,24.5152,24.9775,22.0901,23.4729,563885.46,15328.0
00:00:00+00:00,2021-07-21,23.4818,27.4307,22.8144,26.6727,648922.03,17313.0
00:00:00+00:00,2021-07-22,26.686,28.1799,25.9226,27.734,472414.63,14999.0
00:00:00+00:00,2021-07-23,27.721,28.6983,26.4131,28.4866,459641.31,16884.0
00:00:00+00:00,2021-07-24,28.5077,29.4956,28.0402,28.6383,423848.89,13209.0
00:00:00+00:00,2021-07-25,28.6539,28.8884,26.5503,28.2474,380481.62,10889.0
00:00:00+00:00,2021-07-26,28.2488,31.1087,27.848,28.1925,658032.95,29086.0
00:00:00+00:00,2021-07-27,28.198,28.9807,26.913,28.1428,221306.53,10919.0
00:00:00+00:00,2021-07-28,28.1108,28.7684,27.3841,27.8976,182291.3,8132.0
00:00:00+00:00,2021-07-29,27.8682,31.8733,27.32,31.2812,321630.68,15206.0
00:00:00+00:00,2021-07-30,31.2808,33.0581,30.0,32.3853,568166.07,25713.0
00:00:00+00:00,2021-07-31,32.3905,36.9855,31.6948,36.8078,539238.63,26978.0
00:00:00+00:00,2021-08-01,36.8074,36.842,33.251,34.1814,437830.41,21325.0
00:00:00+00:00,2021-08-02,34.1767,35.9205,33.02,33.1889,307831.5,16000.0
00:00:00+00:00,2021-08-03,33.1889,35.8377,32.3562,34.1092,415169.59,20651.0
00:00:00+00:00,2021-08-04,34.0956,36.6475,33.2591,35.7483,354633.89,20063.0
00:00:00+00:00,2021-08-05,35.7964,38.2472,35.5072,37.3496,458547.55,25050.0
00:00:00+00:00,2021-08-06,37.397,40.4004,35.6662,39.5231,406092.34,22478.0
00:00:00+00:00,2021-08-07,39.4838,40.5211,37.5595,39.5047,390732.11,22302.0
00:00:00+00:00,2021-08-08,39.5379,39.5916,36.9183,37.7021,285331.94,16290.0
00:00:00+00:00,2021-08-09,37.6899,40.0261,36.4013,38.7104,300148.56,18970.0
00:00:00+00:00,2021-08-10,38.691,41.6678,38.2259,40.6787,338264.89,23253.0
00:00:00+00:00,2021-08-11,40.6424,43.7284,40.6095,41.6482,347960.48,24829.0
00:00:00+00:00,2021-08-12,41.6478,43.3939,39.3417,41.1078,390981.64,23122.0
00:00:00+00:00,2021-08-13,41.1009,44.9303,40.7016,44.8921,302262.83,21312.0
00:00:00+00:00,2021-08-14,44.8829,44.9053,42.6104,44.1193,186401.29,13910.0
00:00:00+00:00,2021-08-15,44.1687,54.7876,43.4094,53.562,771039.55,52000.0
00:00:00+00:00,2021-08-16,53.5866,69.1186,52.3328,62.1052,1873424.29,114692.0
00:00:00+00:00,2021-08-17,62.1052,75.0488,58.6999,64.2342,1898075.72,121101.0
